no,movie,content,rate
14325727,앤트맨과 와스프,같이 관람한 일행 재미있게 봤어요!!,10
14325726,독전,재미없고 진부하고 이해안가는 영화,1
14325725,인크레더블 2,재밋엇으나 막 재밋진 않앗어요ㅠㅠㅠ,8
14325724,인크레더블 2,잭잭의 귀여움이 영화보는내내 가득했습니다!,10
14325723,인크레더블 2,어른 보기엔 재미있었는데 데리고 간 6살 딸은 너무 무섭다고 영화 보는 내내 나가자고 펑펑 울음,10
14325722,스탈린그라드: 최후의 전투,토마스 크레취만 존잘이다..,10
14325721,탐정: 리턴즈,1편이 더 재밌어요 2편은 루즈함,7
14325720,"불량소녀, 너를 응원해!",이거보고 진심 울었고 노력이 대단하고 실화라는 게 더 대단한 것 같음..,10
14325719,곤지암,응 무섭네요  조금어지럽지만,10
14325718,인크레더블 2,ㅇ엘라스틴걸짱짱~~~,10
14325717,마녀,지렸다 이게왜평점이 8점대인거냐,10
14325716,스카이스크래퍼,정말 잼있고 시간가는줄 몰랐네요감동까지 선사하고ㅜ 안보신분 강추합니다,10
14325715,마녀,꿀잼입니다 반전있는영화!꼭보세요,10
14325714,인크레더블 2,다른 애니와는 분명한 다름을 느꼈어요.만두덕에 상영관 잘못온거 같은 느낌은 저두..;;,10
14325713,앤트맨과 와스프,생각보다 집중이 엄청 잘돼요~킬링타임 영화입니다.,7
14325712,인크레더블 2,아이들이 너무즐거워 하네요.,10
14325711,화이트 칙스,몇번을 봤어도 재밌네요,10
14325709,버닝,어..음...그게..음.. 완벽히 이해했슴!(사실 이해못함ㅡㅜ),5
14325707,우리는 형제입니다,삶이란 어릴때 기억으로 살아가는 것,10
14325706,이별의 아침에 약속의 꽃을 장식하자,"엔딩크레딧이 올라가도 자리에 뜨지 않았던 관람객들....모두 같은 마음이었으리라 생각됩니다.이 영화느낌, 참 좋네..^^!!",10
14325704,인크레더블 2,재미있었음 단 만두 이야기는 왜 나왔는지 모르지만 그것만 넘기면 재미있어요,10
14325703,인크레더블 2,오호 좋았어요 우리도 슈퍼히어로가 필요해,8
14325702,앤트맨과 와스프,개인적으로 1편이 더 나은듯..고스트. 캐릭터 억지스러움,6
14325701,인셉션,너무 재밌다 미쳤다 내 인생최고의 영화,10
14325700,인크레더블 2,3도 나왔으면 좋겠어요,10
14325699,마녀,방금 봤습니다!!너무 재밌었어요 대박입니다 일단 보세요 얼른 시리즈별로 빨리 나왔으면 좋겠어요 ㅋㅋ,10
14325698,악녀,다양한 촬영시점도 괜찮은데요.. 군더더기 최대한 제거하고 액션으로 꽉채운. 그러다보니 스토리전개 무리인듯 보이는 부분도 있었으나 영화의 핵심은 잘 보여주는것 같아요.평점 낮은것 이해 안되네요.,10
14325697,앤트맨과 와스프,갠적으로 웃음포인트가 많았어요 :),10
14325696,속닥속닥,와...속았닥속았닥아니...1점이 이렇게 많은데 평점이 9점 나오는게 소름..와..누구한테 따져야 하나..억울한데..10점 주는 알바들! 대단하다 정말..,1
14325695,앤트맨과 와스프,보는 내내 흥미진진했음,10
14325694,인크레더블 2,오랜만에 영화비가 안 아까웠네요,10
14325693,독전,뻔하지만 파격적인 반전에 느와르라는 좋은 장르를 담고 살짝 비틀기에 좋은 연기력까지 좋은 영화,6
14325692,미드나잇 선,보는내내 기분 좋은 영화,10
14325691,앤트맨과 와스프,앤트맨 역시 기대를 저버리지않네요재밌게 봤습니다^^,10
14325690,유아 넥스트,간만에 스토리 + 스릴감 좋은 영화를 본 듯..,8
14325689,런던 프라이드,뽀디가 추천한 영화 보러 왔다,10
14325688,탐정: 리턴즈,폄점이 얼만지 궁금해서 왔다가 평점보고 놀라서 10점줌!!! 간만에 웃으면서 재밌게 봤어요ㅋㅋ 이광수ㅋ,10
14325687,인크레더블 2,기대하고 본 만큼의 재미를 보장 합니다!,8
14325685,클레멘타인,이 사람들이 미쳤나? 이 개떡같은 영화를 무슨 10점이라고..,1
14325684,앤트맨과 와스프,만화같은 영화~생각없이 보면 넘나 쟀밌고이해 하려면 모야 하는 영화,9
14325683,인크레더블 2,와오늘 아빠랑 동생이랑 시간이 나서 셋이 보고왔는데...진심 꿀잼...솔직히 다른 영화들은 2편 재미없는 경우도 많고 그래서 기대를 좀 덜했는데 보고 나서 셋이 계속 열광하면서 집 왔음! 1편 대사 외울정도로 많이 봤는데 영화관에서 이걸...보다니..,10
14325682,마녀,별 기대없이 봤는데 재밌게 봤습니다,8
14325681,마녀,솔직히 기대이상입니다~ 2편 기대할게요!,10
14325680,인크레더블 2,평점 너무 낮다 올리자 10자채우기,10
14325679,탐정: 리턴즈,권상우 연기 개 잘해... 20년 전하고 하나도 변한게 없어...,10
14325678,골!,지웠던 풋볼매니저를 깔게하는영화,8
14325677,신이 말하는 대로,자 좋은데 결말은뭐고 왜 3년동안 속편소식이 없냐 몽키들아,7
14325676,"오늘 밤, 로맨스 극장에서",지금 만나러갑니다 이후로 인상깊게 본 인생영화,10
14325675,탐정 : 더 비기닝,기대이상임 재밌음....그냥 봐라,8
14325674,인크레더블 2,시간가는줄모르고 재밋게 봤습니다,10
14325673,인크레더블 2,으앙.. 추억 돋고 새로 추가된 막내 매력이 넘칩니다요,10
14325672,인크레더블 2,재미있게봤습니다 괜찮네요!,8
14325671,인크레더블 2,너무너무너무 재미있었어요ㅠ 1편봤을땐 아가씨였는데 2편은 딸램이랑 보니 감회도 새롭구요^^ 7살 딸램은 조금 무서웠다네요~,8
14325670,마녀,너무너무재미있어요 연기너무잘하시네요!!,10
14325669,미드나잇 선,참 따뜻하고 아름다운 영화,10
14325668,호텔 아르테미스,내인생  제일 ㅈ같은 영화 정말 대단합니다^^,1
14325667,추격자,역사에 길이 남을 한국 스릴러 명작,10
14325666,인크레더블 2,잭잭 진짜 졸귀탱임 그거면 된거,10
14325665,인크레더블 2,속편이 14년 후에나 나올줄은 몰랐지...오래 기다렸어.,9
14325664,블랙 팬서,굳재밌어요재밌어요굳,8
14325663,마녀,강추~~~~!!!!강추,10
14325662,쥬라기 월드: 폴른 킹덤,가족과 함께 재미있게 봤습니다.,9
14325661,인크레더블,2004년에 이 영화를 봤었는데...,9
14325660,앤트맨과 와스프,와 쿠키영상 소름끼친다..,9
14325659,이별의 아침에 약속의 꽃을 장식하자,부모님께 효도하게ㅤㄷㅙㅁ니다...,10
14325658,퍼시픽 림: 업라이징,"그냥6.5점정도   1편에비해 별로다 . 영화내내 짱깨인력이너무많이  투입되어서 뭐지싶었다. 연기는말할거없고...카이주예거두마리에 기지박살나고ㅋㅋㅋ전세계전투력  0됨ㅋㅋ 개연성...글고뜬금후지산에,  작아진스케일, 막판에 이번엔우리가간다카는데가소롭;",6
14325657,인크레더블 2,인크레더블 1을 너무 좋아하는 딸아이와 같이 보러 갔습니다 단순한 애니메이션이 아니에요 강추합니다!!,10
14325656,인크레더블 2,20대때 보고 2편은 딸이랑 같이보다니♡,10
14325655,인크레더블 2,지루해서중간에나왔어요,6
14325654,코코,기억해쥐 노래 감동받음,10
14325653,탐정: 리턴즈,1편이 기억이 안나서.. 연결이 되는부분이 잘생각이 안나지만 그냥 평범하게 볼만한 영화,8
14325652,마녀,재밌다..   우리나라 영화같지 않음.!!!!,10
14325651,인크레더블 2,1편보고 2편 봤는데 둘다 꿀잼!!,10
14325650,인크레더블 2,잭잭짱 귀여운맛에봤어요,10
14325649,인크레더블 2,재밌어여 너무 재밌어요,10
14325648,인크레더블 2,ㅋㅋㅋ재밌어요!! 앞에 만두 때문에 혼란 ㅎㅎ,10
14325647,개들의 섬,재밌고 참신합니다  미술  좋고집에 사랑하는  애견이  있어서  더욱  감정몰입이  잘됐습니다,10
14325646,신은 죽지 않았다 3: 어둠 속의 빛,마음이 먹먹하고 따뜻해집니다.,10
14325645,더 킹,일단 눈이 즐거웠습니다^--^정우성 조인성 충성충성^^7,10
14325644,스카이스크래퍼,진짜 평점에 속았다ㅠㅠ,1
14325642,스카이스크래퍼,보는 내내 시원시원합니다.,10
14325641,이별의 아침에 약속의 꽃을 장식하자,진짜 눈물 콧물 질질 짜면서 봤네요... 특히 후반부에서 너무 슬펐어요 하 기회 되면 한 번 더 보러 갈 예정입니다,10
14325638,인크레더블 2,초등 아이들이 재미있게 봤다고 하네요.,8
14325636,독전,재밌었어요 저번에 개봉하고 뒷내용 바뀌었다길래 다시봤네요,8
14325635,독전,아재버거 맛있겠다 딸기 쉐이크 먹고싶다 먹고싶다,8
14325634,두 남자,와대박..솔직히 평점보고 기대안하고봤는데 마지막이 충격적일정도..연기진짜 다 잘하네요.여운대박..,10
14325633,문라이트,헬로 스트레인저....,10
14325632,이별의 아침에 약속의 꽃을 장식하자,그렇게 재밌진 않은데 평점이 높아서 1점,1
14325631,램페이지,킬링타임으로 이정도면 최상급!!!,10
14325630,인크레더블 2,진짜 완전 재밌어요 꼭 보세요 진짜,10
14325629,앤트맨과 와스프,히어로 영화치고는 가족의 사랑이 느껴져서 뭔가 따뜻하고 정감있는 이야기 같다는.,9
14325628,마약전쟁,독전은 결말에 의문을 품었지만.. 이건 딱 정의구현잼이네.. 호우 총격신이 클라이맥스군..,9
14325627,인크레더블 2,재미있었어요.  역시 디즈니,10
14325625,인크레더블 2,완벽한 히어로 앤 패밀리 무비,10
14325624,인크레더블 2,아들이 재미있었다고 하네요~,10
14325623,신은 죽지 않았다 3: 어둠 속의 빛,참 잘 만들어진 영화라고 생각해요. 너무 뻔하지도 않고 미화하지도 않아 오히려 더 감동적이었던 것 같아요,10
14325622,앤트맨과 와스프,와 우 ^_^  재미있게 잘 봤어요,8
14325621,앤트맨과 와스프,재밌습니다 꼭보세용 크레딧 영상까지,9
14325620,인크레더블 2,악당의 반전이 좋았고 각 캐릭터들의 개성이 돋보였습니다.,9
14325619,에이리언 4,채널돌리다 우연히 케이블에서 하는걸 봤는데..여러생각을 느끼게 해줌... 로봇인간으로나온배우도 너무 이쁘고ㅋ 근데 무려 20년전 작품이었다니..새삼 나이듬에 흠칫ㅜㅜ,9
14325618,인크레더블 2,쿠키영상 없는거 무엇?,10
14325617,인크레더블 2,아이들이랑 봤는데 다들 재미있었대요,8
14325616,인크레더블 2,잭잭 ♡♡♡ 하드캐리했지만 넘나 좋았댜,10
14325615,인크레더블 2,재밌어요재밌어요재밌어요,8
14325614,곤지암,안무서울줄 알았는데 중반부 들어가니 장난 아니네요. 무서운 내용들어가기전에는 폰카메라같아서 답답한데 오히려 그게 몰입감 장난아니네요,10
14325613,인크레더블 2,끝나가는게 아쉽더라..! 픽사는 픽사다!,10
14325612,인크레더블 2,재밌는 애니메이션입니당 :),10
14325611,인크레더블 2,재미있었어요 전편보다 나아진게 많네요,10
14325610,인크레더블 2,1편이 남편 중심의 스토리 전개라면 2편은 아내 중심의 스토리 전개. 여권신장의 흐름이 영화에 반영된 듯.,10
14325609,이별의 아침에 약속의 꽃을 장식하자,명작이다 이건 명작이다 꼭 보세요!,10
14325608,디 엣지,곰에게 먹혀버린 개연성과 현실성. 노인 맥가이버로 차라리 만들던가. 엔딩의 홉킨스 연설은 아무말 대잔치,3
14325607,스카이스크래퍼,ㅓㅁ나재밋..좌석편안해요,10
14325606,해바라기,김래원 최고의 영화영화,10
14325604,인크레더블 2,어른을 위한 애니입니다~ ㅋㅋ 특히나 아이키우시는 부부라면 더 재미지실듯 ㅋㅋㅋ 1편보다 더 재밌었어요!!!,10
14325603,인크레더블 2,왜이리 재밌어...ㅋㅋㅋ,10
14325602,탐정: 리턴즈,킬링타임용이라 치고도 연출 연기 시나리오 뭐 하나 좋은걸 찾을 수 없고 감동 재미 교훈 그 어떤것도 느낄 수 없는 최악의 영화입니다. 3류정도 예상하고 봤는데 그정도도 안되니 보시지 않길 권장합니다.,1
14325601,탐정: 리턴즈,기대한거보다 재밌어요ㅎㅎ,8
14325598,스카이스크래퍼,중간중간 웃음을 주네요ㅎㅎ잘봤습니다^^,10
14325597,인크레더블 2,잭잭은 귀여움을 정의한다. 후속편은 한명의 주인공이 중심이었으면 좋겠다. 가능하면 데쉬!,9
14325595,로미오와 줄리엣,디카프리오 조온나 잘생겼네 .. 영화는 별로 재미없음,6
14325593,더 펜션,진짜  엥간하믄 암소리안하고 보는데 연출 졸라 허접함..짜증남,4
14325591,식구,역대급 분노유발영화 남자애도 발연기고 욕만쳐하고 진짜 이걸 본 내가 장애인되는 기분이였다 정말 뭐 이딴식으로 영화를 만들었냐?,1
14325590,마녀,후속편도기대됩니다!!!,8
14325589,램페이지,간만에 재밌는 영화봄 옛날 아놀드형 이레이져 극장에서 봤을때 느낌하고 비슷함ㅋㅋ 뭐 스토리 각본 전혀 안중요하고 솔직히 스토리랄것도 없음 그냥 때려부수는 오락 영화로서만 보자면 최상급임 어벤져스보다 오락성에 있어선 훨 남 개그도 많고ㅋㅋㅋㅋ,10
14325588,엑스맨: 아포칼립스,재밌...눈뎅.... 너무 아포칼립스 능력을 얕잡아 보시는 듯..,10
14325586,쥬라기 월드: 폴른 킹덤,신나른 공룡 영화~~언제봐도 재밌고 신기해요~~아이들이 젤 좋아하네요 ㅋ ㅋ,8
14325585,속닥속닥,너무 재밌는영화에요ㅎ,10
14325584,마녀,쓰레기같은 영화 돈 아까움,2
14325583,인크레더블 2,갈수록 볼만한듯 애기 귀여움 ㅋㅋ,10
14325582,독전,15세 관람은 문제가 있는것 같네요 영화라지만 너무 잔인해서 충격을 받았어요,1
14325581,마녀,편집이 너무 졸려서 잘뻔했는데 중간까지버틴게 아까워서 눈겨우뜨고있었음 2탄이 나올 떡밥던지는것같은데 편집좀 어떻게해봐요 30분짜리를 2시간영화로 늘여놓은 느낌이에요 내용도 뒤죽박죽이고 개연성도 부족,2
14325580,마녀,후속작 기대되요 ㅠㅠ 인생 영화라 할 정도로 전 엄청 재밌게 봤네용,10
14325579,쏘우,마지막 엔딩 부분은 충격 그 자체,9
14325578,앤트맨과 와스프,너무 재미있었어요~ 아이들과 보기 좋아요,10
14325577,프레데터,저 인생에 최고의 명작 영화,10
14325576,"오늘 밤, 로맨스 극장에서",개인적으로 로맨스가 넘치는 영화라고 생각,10
14325575,인크레더블 2,재밌습니다. 아이들이 무척 좋아하네요,10
14325574,인크레더블 2,ㅈ거미있게 봐었오꿀 잼,10
14325573,인크레더블 2,정말 잘만들었어요^^재밌게봤습니다,10
14325572,마녀,오오오기대안했는데 생각보다 재밋게 봤음!,8
14325571,인크레더블 2,너무 재미있게 잘봤어용~아이들이너무좋아해요~~,10
14325570,인크레더블 2,잭잭과 너구리? 싸움 ㅋ ㅋ ㅋ,10
14325569,램페이지,워윅이 젤 약하네...,10
14325568,이별의 아침에 약속의 꽃을 장식하자,너의 이름은 이후로 이런 작품은 처음인것 같습니다.정말 한번씩은 보셨으면 좋겠습니다.,10
14325566,마녀,2편이 이렇게 기다려지는건 처음 ㅋㅋㅋ  여주인공 100% 뜬다,10
14325565,인크레더블 2,무더운 주말 아이들과 극장에가서 좋은 시간 보내고 왔습니다.어찌나 아이들이 좋아하는지 상영 시간 내내 웃음 소리가  끊이지 않아 더욱 만족스런 시간이었습니다.,10
14325564,탐정: 리턴즈,진짜 이런 영화가 흥해야지~~,10
14325563,이별의 아침에 약속의 꽃을 장식하자,스토리 부족 뭘 말하고싶은지도 잘 모르겠고 억지감동 짜낼려다가 실패한 영화,1
14325562,브로크백 마운틴,많은 편견이 있음을 알면서도 사랑에 빠질 만큼 사랑하는 사람이 생긴다는 건 어쩌면 누구에게나 오지 않는 행운이 아닐까.,9
14325561,스카이스크래퍼,아빠랑 같이 보기 좋은 영화,10
14325560,인크레더블 2,"1편이 작품의 완성도에 비해 주목을 덜 받았는데, 이번 2편으로 1편도 같이 주목을 받으니 좋네. 역시 픽사.",10
14325559,스카이스크래퍼,가족하고 같이 재미있게 관람햇어요,8
14325558,아이 필 프리티,얼마나 의식하고 사는지 방증해주는 가식의 현장 ㄷㄷ,1
14325555,인크레더블 2,백퍼 공감영화 엄마라면 꼭!!!,10
14325553,마녀,한동안은 마녀 뽕에서 못헤어나올듯,10
14325552,인크레더블 2,아이 손 잡고 와서 봤는데 내가 더 재밌게 본 영화. 기대 엄청 하고 와서 봐도 재밌다.,10
14325551,인크레더블 2,넘나 재밋음 잭잭이 넘나귀여움,10
14325550,인크레더블 2,역시 믿고보는 인크레더블ㅋ,8
14325549,킬링 군터,아놀드가 맡은역활이 아주 잘 맞아떨어진다 유머도 재밌었고 하지만 1회성이라 점점 유머가 떨어지고  엔딩은 완전B급이라 나랑은 안맞았다,5
14325548,앤트맨과 와스프,전편이 정확히 기억은 안나는데 재밌었어요ㅋㅋㅋ속닥속닥이랑 고민하다 봤는데 잘본거같아요,10
14325547,마녀,아주아주아주 좋아요헤헤ㅤㅎㅔㅎ,10
14325546,인크레더블 2,10자이상써야되나?최고.,10
14325545,인크레더블 2,차 막혀서 15분이나 늦어 앞부분을 못봐서너무 아쉬워요ㅜㅜㅜㅜ,10
14325544,독전,정말 재미있게 본거같다,10
14325543,호텔 아르테미스,알바들 가만안둔다 진짜,10
14325542,박화영,"10대들의 이야기를 담았지만, 10대는 보지 못하는 역설적임이 안타깝다. 아무것도 결정되지 않은 10대는 분명 아름답지만, 이미 결정된 사회경제적 배경은 별로 아름답지 않다.",10
14325541,인크레더블 2,전편보다 볼거리가 많네요. 전체관람가가 아닌게 아쉽,10
14325540,인크레더블 2,아이들과 함께 재미있게 봤네요,10
14325539,이별의 아침에 약속의 꽃을 장식하자,약간 아쉬운감이 있지만 10점 줄만한 애니메이션이별의 아픔과 슬픔을 매우 잘표현한것같다.초반부 약간 지루할 수 도있지만 그 과정을 통해 마지막에 주는 여운과 감동을 잊지못함 성우의 연기력도 매우 좋았다.,10
14325538,택시운전사,가슴한구석이 찡하게 울립니다 절대 잊지않겠습니다 1980년 뜨거웠던 광주.,10
14325537,변산,나만 볼 수 없죠. 모두들 보세요.,10
14325536,인크레더블 2,음 기대보다는 재미가 없네요,6
14325535,판도라,좌빨 선동땜에 왜 우리가 피해봐야하냐,1
14325534,디스트릭트 9,크리스토퍼가 날 속였어!!!,10
14325533,호텔 아르테미스,"킬링타임용도 못되는 영화괜찮은 소재에 이런 좋은 배우들을 가지고 이렇게 똥을 싸지를 수 있다니마구잡이로 때려놓은 회수 안 한 떡밥들, 번역도 거지같아서 뭔 말인지도 모르겠고왜 이런 걸 영화라고 만드는 건지 정말 화나네요!!!돈 아깝습니다.",1
14325532,마녀,청소년이 보기에는 넘 잔인 ㅡㅡ,8
14325531,인크레더블 2,만ㅤㄷㅜㅋㅋㅋㅋ재밌었어용,9
14325530,이별의 아침에 약속의 꽃을 장식하자,여운이 많이남은 애니메이션 영화가 끝나고도 마음이 먹먹했습니다,10
14325529,조선명탐정: 흡혈괴마의 비밀,스토리가 디테일하게 잘짜여진영화네요,10
14325526,인크레더블 2,오랜만에 다시 보게 된 인크레더블... 너무 재밌습니다ㅠㅠ,10
14325525,스카이스크래퍼,시각적인효과에 매료되어 스트레스해소에 좋았고가족애의 감동에 재밌게 잘만든영화내요,10
14325523,앤트맨과 와스프,재미있는데 너무 정신없음. 질량보존법칙 무시되니 몰입 좀 안됨.,8
14325522,아일라,감사합시다 터키  그리고 유엔,10
14325521,인크레더블 2,기다린보람이 있었네요 재밌게보고왔어요,8
14325520,클레멘타인,"이 영화를 본 후 한동안 영화를 보지 않았습니다.  다른 영화, 아니 그냥 영화가 눈에 들어오지 않더군요. 클레멘타인을 추천해주신 분들을 한번 만나뵙고 싶습니다.",10
14325519,인크레더블 2,역시 명불허전입니다. 1편에 재미를 그대로 이어받아 더욱 극대화시킨 느낌입니다. 007이나 미션임파서블보다 오히려 짜릿한 액션을 보여주네요.,10
14325518,마녀,초반에 너무 지루함 그리고 반전도 예상가능함,6
14325503,한낮의 유성,진짜 재밋어여 어쩌면 뻔할수도잇는데 전 그맛으로 ㅤㅂㅘㅅ다가 증말 잼께ㅤㅂㅘㅅ으영ㅋㅋㅋ,10
14325502,앤트맨과 와스프,계속 웃었어요 ㅎㅎ  수다쟁이 친구 너므좋음,8
14325501,인크레더블 2,1편이 더 재밌음. 그래도 볼만함~!!,6
14325500,진주만,일본 자신들의 죄를 뉘우치고 사과하라..,10
14325499,앤트맨과 와스프,진짜 보는내내 웃기고 재밋음 ㅋㅋ,10
14325498,인크레더블 2,1편보다재밌어요 잭잭 기대되네요,10
14325497,인크레더블 2,재미있는만화영화 재미있는만화영화,8
14325496,아일라,솔찍히 지루한 장면도 몇몇 있엇지만 .. 한번에 밀려오는 감동은 눈에서 물이 안나오고는 볼수 없었다.. 실화라는걸 상기하고 본다면 그감동이 배가 되는것.. 추악한 전쟁통에서도 인간미라는걸 느낄수 있는 영화,9
14325495,독전,재밌다! 진짜 다들 연기력 장난아니네요~,10
14325493,"내 어깨 위 고양이, 밥","고양이를 키우는 입장으로써, 정말 감명깊고 감동적이었습니다.",10
14325492,라이프 오브 파이,"호랑이가 남겨주는 여운이 가시질 않고, 끝내주는 영상미를 영화관에서 못 본건 정말 아쉽다...",9
14325491,독전,굳이 감독판을 다시 본 이유를 모르겠음..그냥 배우들 연기 한번 더 본게 재밌음,2
14325489,마녀,액션이 아주 볼만합니다~,10
14325488,인크레더블 2,잭잭 너무 귀여움...! 3편 빨리 나왔으면 좋겠다ㅠㅠㅠ,10
14325487,인크레더블 2,애니메이션 중에 최고중에 최고!!!,10
14325486,마녀,라이토와 같은 반전에 왜 그래야됐는지를 명확하게 풀어줬다.. 2편 기대됨.,8
14325485,인크레더블 2,초반에 살짝 눈물ㅜㅜ재밌었어요,10
14325484,인크레더블 2,진짜 옛날 생각 나면서 최고다 최고 단 내 최애인 대쉬분량  살짝 아쉽다 ㅠㅠ,10
14325483,인크레더블 2,시원하고 즐겁고. 이 맛에 여름에 영화봅니다. 재밌었어요!,9
14325482,탐정: 리턴즈,이렇게 재미있을수가있나 jQuery22407095771801268695_1532174193676?,10
14325481,마녀,액션신 감동이네 베리굿.,10
14325480,인크레더블 2,애보다 제가 더 재미있게 봤네요ㅎㅎㅎ,10
14325479,쥬라기 월드: 폴른 킹덤,진짜 재밌는영화댜 ~~,10
14325478,혹성탈출: 반격의 서막,마지막 장면이 매우 인상 깊었다.,8
14325477,마녀,소름   최고에요  올해 잘찍은 영화,10
14325476,마녀,집중하면서 본 영화랄까 재밌었어요ㅎㅎ얼른 담작 나왔으면 좋겠어요,10
14325475,베이비 드라이버,공수면에서 완벽한 영화! 개연성 떨어진다고 하는 일부 관객과 달리 인물들의 행동에 대해 영화 곳곳에 복선이 깔려있어요결말까지 완벽 꼭 보세요 전 한 번 더 볼랍니다,10
14325474,트루스 오어 데어,이 감독 다음 영화가 기다려진다.,8
14325473,인크레더블 2,에니영화가 이렇게 신날 줄^^,8
14325472,인크레더블 2,픽사는 우리를 실망시킨 적이 없죠. 3편도 기다립니다.,10
14325471,앤트맨과 와스프,재미있어요! ㅋ 기대안하고갔는데 즐거웠어요,10
14325470,그렌델,뻔한 스토리가 아니여서 나름 괜찮았던것 같네요,7
14325469,인크레더블 2,너무너무 잘 봤습니다!! 최고!!!,10
14325468,인크레더블 2,더빙으로 안보고 원작으로 봤으면 더재미있었을텐데 ㅜ그리고 초반에 만두애니는 뭐죵??ㅋ가족끼리 애들데리고 보기는 딱괜찮은거같네요 ㅋ,8
14325467,이터널 선샤인,진정한사랑과이별을해본사람은10점을줄듯,10
14325466,인크레더블 2,파릇파릇 20살 때 1편 보고 지금은 7살 5살 아이들 델꼬 2편을 볼 줄이야. 그 때도 재밌고 지금도 재밌고 아이들도 재밌어 하고.좋았어요^^,10
14325465,마녀,김다미 연기 잘하네요 잼있네요,8
14325463,조선명탐정: 흡혈괴마의 비밀,나만 당할 순...읍읍,10
14325462,인크레더블 2,초6아이들.굉장히 재미있었음,10
14325461,인크레더블 2,재밋떠용 ㅎㅎ 여름에 시원하게 유쾌하게 보기 좋은 영화,8
14325459,인크레더블 2,아이들과  즐거운영화 감상  너무좋았어요^^앞에 만두 나와서 놀랐지만  의미있는것같아좋았어요,10
14325458,인크레더블 2,잭잭 너무 귀엽네요.스토리도 탄탄하고요.1000만은 훌쩍 넘을듯,10
14325457,의뢰인,"배우들의 연기력, 극 몰입도, 스토리 전개 속도, 장면 장면마다 연출력이라던가 중간중간 재미 요소까지 고로 갖춘 영화라고 생각해요. 세번째 보는데 너무 재밌어서 평점보러 왔다가 생각보다 낮아서 놀랐네요",10
14325456,인크레더블 2,6세 아이와 같이 봤는데 두시간이 넘는 긴 상영시간에도 아이가 집중해서 잘 볼만큼 너무 재밌었어요~,10
14325455,인크레더블 2,인크레더블 시리즈 실망은 없었다ㅋㅋ 너무 재밌었어요.,10
14325454,반지의 제왕: 두 개의 탑,캐릭터들 하나 하나 다 빠짐없이 매력있는 명작.,10
14325453,허스토리,ㅠㅠ영화관에서 n차 찍고 싶었는데 상영관이 없어서 n차 못찍어서 아쉬워요,10
14325452,블랙 팬서,마블 영화 중에 제일 지루했음,2
14325451,인크레더블 2,완전 꿀잼~~관람 후  후회 1도 안할 영화~~,10
14325450,변산,기대하나도 안하고 봤는데 재밌었어요 잘만든 영화인지는 모르겠는데 재밌었어요 연기력이 다들 너무 좋고가벼운마음으로 여자친구랑 보기 좋은영화,8
14325449,탐정: 리턴즈,누적 관객이 300만명 밖에 안되네.. 그이상일거 같은데.. 개봉 시기가 안 좋았나.. 한국영화치고는 굉장히 짜임새 있게 잘 만들었네요. 감독이 능력자~,10
14325448,여중생A,원작보고 만들긴 했음? 원작을 이해한 대학생이 만들어도 훨씬 잘만들것 같네 원더링게임밖의 미래도 못나타냈고 연출은 오글거리다 못해 눈이 찌푸려지고 갑자기 친구가 되는 장노란은 작품을 떠나 영화를 조금이라도 아는사람이라면 이따위 실수는 하지않을거다 최악,1
14325447,앤트맨과 와스프,꿀잼ㅋㅋ진실의약 개웃긴,10
14325446,스카이스크래퍼,진짜 재밌다ㅠㅠㅠ!!!!,10
14325445,킬링 디어,배리 케오간 연기에 10점 줍니다.,10
14325444,반지의 제왕: 왕의 귀환,최고라는 말도 뛰어넘는 영화.,10
14325443,인크레더블 2,재밌어요 애기가 제일 웃겨요,10
14325442,마녀,재밌었어요!! 시즌2도 빨리 보고싶네요~~,10
14325441,마녀,파트 2로 어서 갑시다!,8
14325440,인크레더블 2,1편을 보고 느꼈던 흥분을 기억하며 2편을 봤네요.. 3편을 보려면 얼만큼을 기다려야 할까요,10
14325439,잉글랜드 이즈 마인,모리세이라는 인물을 빼고 그냥 영화 자체만으로도 훌륭함..,10
14325438,인크레더블 2,Good  5살 딸내미랑 넘 잼나게 보고옴ㅋ,10
14325437,마녀,이건 진짜 우리나라 액션 최고임!! 진짜 내가 본 한국영화중에 레전드였음,10
14325436,인크레더블 2,처음에 중국영환줄 알고 상영관 잘못들어온줄ㅋㅋㅋㅋ 근데 진짜 그 만두는 왜나온거징 암튼 첨엔 지루했는데 뒤로갈수록 꿀잼이당 근데 초딩들 땜에 진짜 개빡침,8
14325435,앤트맨과 와스프,재밀음ㅋㅋ 유머가 자ㅤㅁㅣㅎ음,8
14325433,인크레더블 2,대쉬보면서 이승우 생각난건 나뿐인가 너무 귀욤뽕짝...♡,10
14325432,변산,소확행 어울리는 영화예요 대진운이아쉽지만 영화는 괜찮아요,9
14325431,인크레더블 2,생각보다 재밌음잭잭의 활약,6
14325430,다세포 소녀,친구한테 추천했다가 살인날뻔,1
14325429,인크레더블 2,만두나올때 울엇어여ㅠㅠㅠ진짜 인크레더블엄청재미잇어요 진짜 감동이고 생각보다 엄청잘만들엇네요,10
14325428,인크레더블 2,징짜 유쾌하고 다 즐길수 있던 영화임,10
14325427,가시,18분쯤 아내 임신했는데 그걸해도됨?,7
